fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
CC(C)C=O,0,0,1,0,1,0,0,0
NC1=CC=C(C=O)C=C1,1,0,1,0,1,0,1,0
O=C1C=CCCO1,0,0,2,0,2,0,0,1
CC1=C(C)SC=C1,0,1,0,0,0,0,1,0
ClC1=C(Cl)C=CC=C1,0,0,0,2,0,0,1,0
O=C1CCNCC1,1,0,1,0,1,0,0,1
OC1CCC1,0,0,1,0,0,0,0,1
CC1C=CCCN1,1,0,0,0,1,0,0,1
NC(=O)C1=CC=CN=C1,2,0,1,0,1,0,1,0
C1COCCOC1,0,0,2,0,0,0,0,1
CC1=CC=NCN1,2,0,0,0,2,0,0,1
CCC(=O)N1CCCCC1,1,0,1,0,1,0,0,1
CNC1=CC=CC=C1C,1,0,0,0,0,0,1,0
CC(=O)NCCO,1,0,2,0,1,0,0,0
FC1=CC=CC(F)=C1F,0,0,0,3,0,0,1,0
CC1=CN=N[NH]1,3,0,0,0,0,0,1,0
ClCCl,0,0,0,2,0,0,0,0
NC1=CC=C(F)C=C1,1,0,0,1,0,0,1,0
CCC(=O)OC,0,0,2,0,1,0,0,0
C1=CC=C2N=CC=CC2=C1,1,0,0,0,0,0,2,0
O=CCNC=O,1,0,2,0,2,0,0,0
CC1CCNC1,1,0,0,0,0,0,0,1
O=CNCC1=CC=CC=C1,1,0,1,0,1,0,1,0
CC1=CC=CC(Cl)=C1,0,0,0,1,0,0,1,0
NC1CCNCC1,2,0,0,0,0,0,0,1
NC1=CC=CN=N1,3,0,0,0,0,0,1,0
CC1CN(C)CCO1,1,0,1,0,0,0,0,1
CCC(=O)N(C)C,1,0,1,0,1,0,0,0
NC(=O)CCC=O,1,0,2,0,2,0,0,0
CC(=O)N1CCOCC1,1,0,2,0,1,0,0,1
NC1CCC1,1,0,0,0,0,0,0,1
SC1=NN=CS1,2,2,0,0,0,0,1,0
C1=CN=C2[NH]C=CC2=C1,2,0,0,0,0,0,2,0
CCN1C=CN=C1,2,0,0,0,0,0,1,0
NC(=O)C1CCNCC1,2,0,1,0,1,0,0,1
C1=CC2=C(CCNC2)S1,1,1,0,0,0,0,1,1
C#C,0,0,0,0,0,1,0,0
CC1=CC=CNC1,1,0,0,0,2,0,0,1
CC1=CC=NC(C)=C1,1,0,0,0,0,0,1,0
FC1=CN=CC=C1,1,0,0,1,0,0,1,0
CCC(C)N,1,0,0,0,0,0,0,0
SC1=NN=C[NH]1,3,1,0,0,0,0,1,0
CCCN(C)C,1,0,0,0,0,0,0,0
CN1CCCNCC1,2,0,0,0,0,0,0,1
C1=CC2=C(CCCC2)S1,0,1,0,0,0,0,1,1
NC1=CC=CC=C1F,1,0,0,1,0,0,1,0
CCOCC,0,0,1,0,0,0,0,0
CNC(=O)NC(C)C,2,0,1,0,1,0,0,0
FC1=CC=C(Cl)C=C1,0,0,0,2,0,0,1,0
CC1=CC=C(C)[NH]1,1,0,0,0,0,0,1,0
CCCNC(=O)NC,2,0,1,0,1,0,0,0
CC1=COC=N1,1,0,1,0,0,0,1,0
CC1=N[NH]C(C)=N1,3,0,0,0,0,0,1,0
NC(=O)N1CCCCC1,2,0,1,0,1,0,0,1
SC1=CC=CN=C1,1,1,0,0,0,0,1,0
CNC(=O)C(C)N,2,0,1,0,1,0,0,0
NC(=O)C1=CN=CS1,2,1,1,0,1,0,1,0
C1CCCC1,0,0,0,0,0,0,0,1
NCC(=O)NC1=CC=CC=C1,2,0,1,0,1,0,1,0
CC1=NNCS1,2,1,0,0,1,0,0,1
OC1=NC=CC=C1,1,0,1,0,0,0,1,0
CN1CNC=CC1=O,2,0,1,0,2,0,0,1
C1=NN=C2CCCN12,3,0,0,0,0,0,1,1
NC1=CC=NNC1,3,0,0,0,2,0,0,1
O=C(O)C1=CC=CC=C1,0,0,2,0,1,0,1,0
BrC1=C[NH]N=C1,2,0,0,1,0,0,1,0
CC1=CSN=N1,2,1,0,0,0,0,1,0
NC1=NC=N[NH]1,4,0,0,0,0,0,1,0
CC1=CN=C(C)S1,1,1,0,0,0,0,1,0
CC1=CC(Br)=CC=C1,0,0,0,1,0,0,1,0
CNC1=CC=NC=N1,3,0,0,0,0,0,1,0
NC1=CC=CC=C1Cl,1,0,0,1,0,0,1,0
O=CC1=CC=CN=C1,1,0,1,0,1,0,1,0
NCCNC=O,2,0,1,0,1,0,0,0
C1CCSNC1,1,1,0,0,0,0,0,1
C1=CN2C=CN=C2N=C1,3,0,0,0,0,0,2,0
C1=CNCN=N1,3,0,0,0,2,0,0,1
C1=CN=CC1,1,0,0,0,2,0,0,1
C1=CC2=C(C=C1)[NH]C=C2,1,0,0,0,0,0,2,0
CN1CCNC1,2,0,0,0,0,0,0,1
C1CNCCSC1,1,1,0,0,0,0,0,1
O=C1CCNCCN1,2,0,1,0,1,0,0,1
CC1CC=CC1,0,0,0,0,1,0,0,1
CC(=O)NC1=CC=C(C)C=C1,1,0,1,0,1,0,1,0
CNCCO,1,0,1,0,0,0,0,0
NC(=O)C1=CC=C(N)C=C1,2,0,1,0,1,0,1,0
O=CC1CCNCC1,1,0,1,0,1,0,0,1
C1=CN2N=CC=C2N=C1,3,0,0,0,0,0,2,0
ClC1=CC=C(Cl)C=C1,0,0,0,2,0,0,1,0
CC1=CCCCC1,0,0,0,0,1,0,0,1
CNC(=O)N1CCCCC1,2,0,1,0,1,0,0,1
O=CC1=C[NH]N=C1,2,0,1,0,1,0,1,0
NC1=CC=C(Cl)C=C1,1,0,0,1,0,0,1,0
NC1=NC=CN=C1,3,0,0,0,0,0,1,0
FC1=CC=C(Br)C=C1,0,0,0,2,0,0,1,0
CNC1=CC=CC(C)=C1,1,0,0,0,0,0,1,0
BrC1=C[NH]C=C1,1,0,0,1,0,0,1,0
NC1=CC=CC(F)=C1,1,0,0,1,0,0,1,0
CC(=O)NC1=NC=CS1,2,1,1,0,1,0,1,0
CC(C)CN,1,0,0,0,0,0,0,0
CC1CNC(=O)C1,1,0,1,0,1,0,0,1
C1CC2CNCC1CN2,2,0,0,0,0,0,0,3
FC1=CC=CN=C1,1,0,0,1,0,0,1,0
NC(=O)C1CC1,1,0,1,0,1,0,0,1
O=CCC1=CC=CC=C1,0,0,1,0,1,0,1,0
NC(=O)CC1=CC=CC=C1,1,0,1,0,1,0,1,0
CCC(=O)N1CCNCC1,2,0,1,0,1,0,0,1
C1=CCOC1,0,0,1,0,1,0,0,1
ClC1=CC=NC=C1,1,0,0,1,0,0,1,0
CC1=CC=C(CN)C=C1,1,0,0,0,0,0,1,0
NC1=CC=CS1,1,1,0,0,0,0,1,0
OC1=CC=CC=C1Cl,0,0,1,1,0,0,1,0
O=CC1=CC=CO1,0,0,2,0,1,0,1,0
CC1=CSC(N)=N1,2,1,0,0,0,0,1,0
CC1=CC=C(NC=O)C=C1,1,0,1,0,1,0,1,0
BrC1=CSC=C1,0,1,0,1,0,0,1,0
CCN(C)S,1,1,0,0,0,0,0,0
NC1=CC=CC(N)=C1,2,0,0,0,0,0,1,0
CC1=CC(C=O)=CC=C1,0,0,1,0,1,0,1,0
CN1C=CCCC1,1,0,0,0,1,0,0,1
CCCC(=O)NCC,1,0,1,0,1,0,0,0
C1=CC2=C(C=C1)[NH]N=C2,2,0,0,0,0,0,2,0
CCS(N)(=O)=O,1,1,2,0,2,0,0,0
CN(C)CC=O,1,0,1,0,1,0,0,0
NCC1=CC=CN=C1,2,0,0,0,0,0,1,0
C1CCOC1,0,0,1,0,0,0,0,1
OC1CC1,0,0,1,0,0,0,0,1
CNC(C)C=O,1,0,1,0,1,0,0,0
NCC1=NOC=N1,3,0,1,0,0,0,1,0
CNC1=CC(C)=CC=C1,1,0,0,0,0,0,1,0
C1NCNCN1,3,0,0,0,0,0,0,1
C1=NC=NN=C1,3,0,0,0,0,0,1,0
CC1=CC(C)=NCN1,2,0,0,0,2,0,0,1
CNC(=O)CNC=O,2,0,2,0,2,0,0,0
CC1=CC(=O)[NH]C=N1,2,0,1,0,1,0,1,0
C1NN=NN1,4,0,0,0,1,0,0,1
CC(=O)NC1=CC=CN=C1,2,0,1,0,1,0,1,0
CC1=NN=CN1C,3,0,0,0,0,0,1,0
CCCS,0,1,0,0,0,0,0,0
FC1=CC(Br)=CC=C1,0,0,0,2,0,0,1,0
C1=CN=NC=C1,2,0,0,0,0,0,1,0
SC1=NN=N[NH]1,4,1,0,0,0,0,1,0
CNC(=O)O,1,0,2,0,1,0,0,0
CC(O)C=O,0,0,2,0,1,0,0,0
C1=CC=C2OCCNC2=C1,1,0,1,0,0,0,1,1
CCN(C)C(N)=O,2,0,1,0,1,0,0,0
CC1=CN(C)N=C1,2,0,0,0,0,0,1,0
NC(=O)C1=CC=CS1,1,1,1,0,1,0,1,0
NC1=CC(F)=CC=C1,1,0,0,1,0,0,1,0
C1=CC2=CC=NN2C=C1,2,0,0,0,0,0,2,0
O=C1CSCCN1,1,1,1,0,1,0,0,1
CNC(=O)C1CCNCC1,2,0,1,0,1,0,0,1
CC1=CC(C(N)=O)=CC=C1,1,0,1,0,1,0,1,0
C1=CN2C=CSC2=N1,2,1,0,0,0,0,2,0
NC(=O)N1CCNCC1,3,0,1,0,1,0,0,1
NCC1=CSC=N1,2,1,0,0,0,0,1,0
CC1=C[NH]N=C1C,2,0,0,0,0,0,1,0
C1COCOC1,0,0,2,0,0,0,0,1
NC(=O)C1=C[NH]N=C1,3,0,1,0,1,0,1,0
CCC1=CSC=N1,1,1,0,0,0,0,1,0
CC1=NCCO1,1,0,1,0,1,0,0,1
CN1C=NC2=CC=CC=C21,2,0,0,0,0,0,2,0
O=C1CCC=NN1,2,0,1,0,2,0,0,1
CCN(C)CC,1,0,0,0,0,0,0,0
O=CNC1=NC=CS1,2,1,1,0,1,0,1,0
CN1N=CC=C1N,3,0,0,0,0,0,1,0
CC1=CC=CC(C=O)=C1,0,0,1,0,1,0,1,0
CCCCC,0,0,0,0,0,0,0,0
NC(=O)C1=N[NH]C=C1,3,0,1,0,1,0,1,0
O=C1C=C[NH]C(=O)[NH]1,2,0,2,0,2,0,1,0
CC1=NC=CN=C1,2,0,0,0,0,0,1,0
NC1=CC=C(N)C=C1,2,0,0,0,0,0,1,0
CSC1=CC=CC=C1,0,1,0,0,0,0,1,0
C1CCN2CCOCC2C1,1,0,1,0,0,0,0,2
NC(=O)NCC1=CC=CC=C1,2,0,1,0,1,0,1,0
NC1=CC=CC=C1N,2,0,0,0,0,0,1,0
FC1=CC=CC=N1,1,0,0,1,0,0,1,0
C1=CCC1,0,0,0,0,1,0,0,1
ClC1=CN=CC=C1,1,0,0,1,0,0,1,0
C1=NC2=C(C=CS2)C=N1,2,1,0,0,0,0,2,0
NCCCN,2,0,0,0,0,0,0,0
CC(C)NS,1,1,0,0,0,0,0,0
C1=CN2N=CN=C2N=C1,4,0,0,0,0,0,2,0
C1=CC=C2OC=NC2=C1,1,0,1,0,0,0,2,0
CC1=CCNN=C1,2,0,0,0,2,0,0,1
NC1=CN=N[NH]1,4,0,0,0,0,0,1,0
CN1CCCNC1,2,0,0,0,0,0,0,1
CC1=CC=CC(Br)=C1,0,0,0,1,0,0,1,0
CC(=O)N1CCC(C)CC1,1,0,1,0,1,0,0,1
C1CCSCC1,0,1,0,0,0,0,0,1
CN(C)CC1=CC=CC=C1,1,0,0,0,0,0,1,0
NC(=O)CN1CCNCC1,3,0,1,0,1,0,0,1
CN1CNC=N1,3,0,0,0,1,0,0,1
CNC(=O)C1=CC=CN=C1,2,0,1,0,1,0,1,0
CN(C)C(=O)CN,2,0,1,0,1,0,0,0
CC1=CN=C[NH]1,2,0,0,0,0,0,1,0
CC1=NC=CN1C,2,0,0,0,0,0,1,0
C1=CCNCCC1,1,0,0,0,1,0,0,1
CC(N)C1=CC=CC=C1,1,0,0,0,0,0,1,0
NC(=O)C1=CC=CC=N1,2,0,1,0,1,0,1,0
NC1=CN=CC=C1,2,0,0,0,0,0,1,0
SC1=C[NH]N=C1,2,1,0,0,0,0,1,0
CCNC(=O)NC1=CC=CC=C1,2,0,1,0,1,0,1,0
CNC1CCCCC1,1,0,0,0,0,0,0,1
CC1=CC=CC=C1Br,0,0,0,1,0,0,1,0
C1CNC1,1,0,0,0,0,0,0,1
CC1=CC=CC=C1C=O,0,0,1,0,1,0,1,0
SC1CC1,0,1,0,0,0,0,0,1
CC(=O)NC1=CC=CC=C1C,1,0,1,0,1,0,1,0
NCC1=NN=CO1,3,0,1,0,0,0,1,0
CN1N=CC=CC1=O,2,0,1,0,1,0,1,0
OC1CCNC1,1,0,1,0,0,0,0,1
CC(=O)NCC(N)=O,2,0,2,0,2,0,0,0
CN1CCC1,1,0,0,0,0,0,0,1
CNC1=CC=CC(N)=C1,2,0,0,0,0,0,1,0
CC(C)N(C)C,1,0,0,0,0,0,0,0
CCCC1=CC=CC=C1,0,0,0,0,0,0,1,0
O=CNCCO,1,0,2,0,1,0,0,0
O=C1N=CC=C[NH]1,2,0,1,0,1,0,1,0
CC1CCCN(C=O)C1,1,0,1,0,1,0,0,1
FC1=C(Cl)C=CC=C1,0,0,0,2,0,0,1,0
O=COC1=CC=CC=C1,0,0,2,0,1,0,1,0
NC(=O)C1CNC(=O)C1,2,0,2,0,2,0,0,1
NC(=O)C1CCCNC1,2,0,1,0,1,0,0,1
NC(=O)C1=CSC=N1,2,1,1,0,1,0,1,0
FC1=CC=CC(Br)=C1,0,0,0,2,0,0,1,0
CC(C)(C)N,1,0,0,0,0,0,0,0
CC1=COCC1,0,0,1,0,1,0,0,1
C1CC2CCC1O2,0,0,1,0,0,0,0,2
COC1=CC=CC(C)=C1,0,0,1,0,0,0,1,0
CCN1CCCCC1,1,0,0,0,0,0,0,1
COC1=CC=CC=C1C,0,0,1,0,0,0,1,0
OCCO,0,0,2,0,0,0,0,0
CCCNC(=O)CC,1,0,1,0,1,0,0,0
CNC1=CC=CN=C1,2,0,0,0,0,0,1,0
CN(C)[SH](=O)=O,1,1,2,0,2,0,0,0
CCN(C)C(=O)NC,2,0,1,0,1,0,0,0
NC(=O)C1=CC=CC(N)=C1,2,0,1,0,1,0,1,0
NC1=CON=C1,2,0,1,0,0,0,1,0
CNCC(C)O,1,0,1,0,0,0,0,0
CNC(=O)C1=CN=CS1,2,1,1,0,1,0,1,0
C1=CC2=NC=CN=C2C=C1,2,0,0,0,0,0,2,0
CCC1=NC=NO1,2,0,1,0,0,0,1,0
CNC(=O)C1=CC=C(N)C=C1,2,0,1,0,1,0,1,0
CNC(=O)C1CC1,1,0,1,0,1,0,0,1
C1CCNNC1,2,0,0,0,0,0,0,1
NC1=NCCN1,3,0,0,0,1,0,0,1
CNC1=CC=CC=C1F,1,0,0,1,0,0,1,0
CC1=CC=CC=C1NC=O,1,0,1,0,1,0,1,0
CNC1=CC=C(N)C=C1,2,0,0,0,0,0,1,0
CNC(=O)N1CCNCC1,3,0,1,0,1,0,0,1
CC(=O)NC1=CC=CC(C)=C1,1,0,1,0,1,0,1,0
O=CC1=CC=CC=N1,1,0,1,0,1,0,1,0
CCC(C)C,0,0,0,0,0,0,0,0
NC(=O)CCO,1,0,2,0,1,0,0,0
CNC1=CC=CC=N1,2,0,0,0,0,0,1,0
CC1=CC=C(N)N=C1,2,0,0,0,0,0,1,0
CCCSC,0,1,0,0,0,0,0,0
CC1COCCO1,0,0,2,0,0,0,0,1
CCC(=O)NC(C)C,1,0,1,0,1,0,0,0
CC1=CC=NC(N)=N1,3,0,0,0,0,0,1,0
CCC(C)O,0,0,1,0,0,0,0,0
CC1=NOC=C1N,2,0,1,0,0,0,1,0
C1CC2(CCN1)OCCO2,1,0,2,0,0,0,0,2
NC1=CSC=C1,1,1,0,0,0,0,1,0
CCCCNC,1,0,0,0,0,0,0,0
CC1=C(F)C=CC=C1,0,0,0,1,0,0,1,0
ClC1=C[NH]C=C1,1,0,0,1,0,0,1,0
NC1=CC(C=O)=CC=C1,1,0,1,0,1,0,1,0
CNC1=NN=CS1,3,1,0,0,0,0,1,0
CC1CN(C=O)CCO1,1,0,2,0,1,0,0,1
CCNC(=O)CO,1,0,2,0,1,0,0,0
C1CC2CC1CO2,0,0,1,0,0,0,0,2
O=C1[NH]C=NC2=CC=CC=C12,2,0,1,0,1,0,2,0
CCN1CCOC(C)C1,1,0,1,0,0,0,0,1
C1=CC2=C(C=C1)OCCO2,0,0,2,0,0,0,1,1
CC1CCN(C=O)CC1,1,0,1,0,1,0,0,1
CN1CCNC(=O)C1,2,0,1,0,1,0,0,1
NC1=NN=C[NH]1,4,0,0,0,0,0,1,0
CC1=CC=CC=C1S,0,1,0,0,0,0,1,0
CC(=O)N1CCCC(C)C1,1,0,1,0,1,0,0,1
CC1=CC(NC=O)=CC=C1,1,0,1,0,1,0,1,0
C1=NN2CCCCC2=N1,3,0,0,0,0,0,1,1
ClC1=CNCC=C1,1,0,0,1,2,0,0,1
CC1=CCNC(C)=C1,1,0,0,0,2,0,0,1
C1=COCN1,1,0,1,0,1,0,0,1
NC(=O)CCS,1,1,1,0,1,0,0,0
SNC1=CC=CC=C1,1,1,0,0,0,0,1,0
CCCC(=O)O,0,0,2,0,1,0,0,0
CCC(C)NC,1,0,0,0,0,0,0,0
CC1=CC=C(N)C=C1C,1,0,0,0,0,0,1,0
CN1C=NC=CC1=O,2,0,1,0,1,0,1,0
C1=CCCCCC1,0,0,0,0,1,0,0,1
NCCCO,1,0,1,0,0,0,0,0
C1=NC2=C(C=N1)N=C[NH]2,4,0,0,0,0,0,2,0
C1CNNC1,2,0,0,0,0,0,0,1
NCCS,1,1,0,0,0,0,0,0
CC1=C(C)[NH]N=C1,2,0,0,0,0,0,1,0
CNC1=CON=C1C,2,0,1,0,0,0,1,0
C1=CC2=CN=CN2C=C1,2,0,0,0,0,0,2,0
CC1=NN=C(C)O1,2,0,1,0,0,0,1,0
CC(C)(C)C,0,0,0,0,0,0,0,0
CN1CCN(C(N)=O)CC1,3,0,1,0,1,0,0,1
CC(C)C(N)=O,1,0,1,0,1,0,0,0
CNC(=O)C1=C[NH]N=C1,3,0,1,0,1,0,1,0
CC(S)C=O,0,1,1,0,1,0,0,0
NC(=O)C1=CC=NC=C1,2,0,1,0,1,0,1,0
CC1=CC(S)=CC=C1,0,1,0,0,0,0,1,0
CC1=NC=CC(=O)[NH]1,2,0,1,0,1,0,1,0
CC1=N[NH]C(N)=C1,3,0,0,0,0,0,1,0
CNC(=O)C1=CC=C(C)C=C1,1,0,1,0,1,0,1,0
NC1=CC=CNC1,2,0,0,0,2,0,0,1
CNC1=CC=C(F)C=C1,1,0,0,1,0,0,1,0
NC(=O)C1CCCN1,2,0,1,0,1,0,0,1
O=[SH](=O)N1CCCCC1,1,1,2,0,2,0,0,1
CN1C=NNC1,3,0,0,0,1,0,0,1
CN(C)CCO,1,0,1,0,0,0,0,0
CNCC(C)C,1,0,0,0,0,0,0,0
CNC(=O)C1=N[NH]C=C1,3,0,1,0,1,0,1,0
OC1=CC=C(Cl)C=C1,0,0,1,1,0,0,1,0
CC1=NN=C(N)S1,3,1,0,0,0,0,1,0
O=CC1CCCCC1,0,0,1,0,1,0,0,1
COC(=O)CN,1,0,2,0,1,0,0,0
CC1=CC=CC(S)=C1,0,1,0,0,0,0,1,0
CC1=NCCC=C1,1,0,0,0,2,0,0,1
CC(=O)N1CCCC1C,1,0,1,0,1,0,0,1
C1=CC=C(C2=NOC=N2)C=C1,2,0,1,0,0,0,2,0
SC1=NC=CC=N1,2,1,0,0,0,0,1,0
CSC(C)C,0,1,0,0,0,0,0,0
CN1CCC(N)CC1,2,0,0,0,0,0,0,1
NCC1=C[NH]N=C1,3,0,0,0,0,0,1,0
O=CCOC1=CC=CC=C1,0,0,2,0,1,0,1,0
CN1C=NC=CC1,2,0,0,0,2,0,0,1
CNC(=O)C1=CC=CS1,1,1,1,0,1,0,1,0
O=CNC1=CC=CC=N1,2,0,1,0,1,0,1,0
CC(O)C(N)=O,1,0,2,0,1,0,0,0
CNC(=O)C1CNC(=O)C1,2,0,2,0,2,0,0,1
C1=CC=C2SC=CC2=C1,0,1,0,0,0,0,2,0
CCN1CCCC1,1,0,0,0,0,0,0,1
CC1=CC=C(C)C(N)=C1,1,0,0,0,0,0,1,0
CC1=C[NH]C(C)=C1,1,0,0,0,0,0,1,0
CNCCC=O,1,0,1,0,1,0,0,0
O=CC1=CC=C(O)C=C1,0,0,2,0,1,0,1,0
C1=NCCC1,1,0,0,0,1,0,0,1
CC1=CC=CC(CN)=C1,1,0,0,0,0,0,1,0
CCN1CCCC1=O,1,0,1,0,1,0,0,1
NC1=CC=C(S)C=C1,1,1,0,0,0,0,1,0
CC1=C[NH]N=N1,3,0,0,0,0,0,1,0
CC1C=CCC1,0,0,0,0,1,0,0,1
NC(=O)C1=CC=CO1,1,0,2,0,1,0,1,0
COC1=CC=CC=N1,1,0,1,0,0,0,1,0
CN(C)CC(N)=O,2,0,1,0,1,0,0,0
CN(C)C(=O)C1=CC=CC=C1,1,0,1,0,1,0,1,0
CCCN(C)C=O,1,0,1,0,1,0,0,0
O=CC1=CN=C[NH]1,2,0,1,0,1,0,1,0
CC1=CC=CC(C)=N1,1,0,0,0,0,0,1,0
CC1=CC=CN1C,1,0,0,0,0,0,1,0
O=CC1=N[NH]C=C1,2,0,1,0,1,0,1,0
NN1C=NN=C1,4,0,0,0,0,0,1,0
CC(=O)NC1=C[NH]N=C1,3,0,1,0,1,0,1,0
C1=NN=CCC1,2,0,0,0,2,0,0,1
CC1CCCN1C=O,1,0,1,0,1,0,0,1
C=NC,1,0,0,0,1,0,0,0
C1=CC2=CC=NC=C2C=C1,1,0,0,0,0,0,2,0
O=CC1=C(F)C=CC=C1,0,0,1,1,1,0,1,0
CNC(=O)C1CCCNC1,2,0,1,0,1,0,0,1
CCC(=O)N1CCCC1,1,0,1,0,1,0,0,1
C1COC1,0,0,1,0,0,0,0,1
CC1=C(O)C=CC=C1,0,0,1,0,0,0,1,0
COCC1=CC=CC=C1,0,0,1,0,0,0,1,0
NC1=CNCC=C1,2,0,0,0,2,0,0,1
CCC1=NOC=N1,2,0,1,0,0,0,1,0
O=C1CCNC1,1,0,1,0,1,0,0,1
CC1=NC2=CC=CC=C2[NH]1,2,0,0,0,0,0,2,0
CC1=CN(C)N=C1C,2,0,0,0,0,0,1,0
O=C1CCCC1,0,0,1,0,1,0,0,1
CN1CCOCC1=O,1,0,2,0,1,0,0,1
NC(=O)C1=NOC=C1,2,0,2,0,1,0,1,0
O=C1C=CC2=CC=CC=C2[NH]1,1,0,1,0,1,0,2,0
CC1=NOCC1,1,0,1,0,1,0,0,1
CNC(=O)OC,1,0,2,0,1,0,0,0
CC1=CSC(C)=C1,0,1,0,0,0,0,1,0
CC(=O)NC1=NN=CS1,3,1,1,0,1,0,1,0
NCC1=CC=NC=C1,2,0,0,0,0,0,1,0
NCCC1=CC=CC=C1,1,0,0,0,0,0,1,0
O=CCCO,0,0,2,0,1,0,0,0
C#N,1,0,0,0,0,1,0,0
CCOC1=CC=C(C)C=C1,0,0,1,0,0,0,1,0
CC1OCCO1,0,0,2,0,0,0,0,1
CNC1=CC(F)=CC=C1,1,0,0,1,0,0,1,0
CN1C=CC2=CC=CC=C21,1,0,0,0,0,0,2,0
CC1CCN(C)C1,1,0,0,0,0,0,0,1
O=C1[NH]C=CS1,1,1,1,0,1,0,1,0
CN1CCNCC1=O,2,0,1,0,1,0,0,1
CCNC(=O)N(C)C,2,0,1,0,1,0,0,0
NC(=O)CC1=CSC=N1,2,1,1,0,1,0,1,0
BrC1=CN=CC=C1,1,0,0,1,0,0,1,0
CNC1=CC=C(O)C=C1,1,0,1,0,0,0,1,0
BrC1=CNCC=C1,1,0,0,1,2,0,0,1
CC1=NCCS1,1,1,0,0,1,0,0,1
CNS(=O)(=O)C1=CC=CC=C1,1,1,2,0,2,0,1,0
CCN1CCN(C=O)CC1,2,0,1,0,1,0,0,1
C1=CN=C2[NH]C=NC2=C1,3,0,0,0,0,0,2,0
CC1=CCNCC1,1,0,0,0,1,0,0,1
CC(=O)NC1=CC=N[NH]1,3,0,1,0,1,0,1,0
CC1=N[NH]C(C=O)=C1,2,0,1,0,1,0,1,0
CC(=O)N1CCC(O)CC1,1,0,2,0,1,0,0,1
CC1CNCC(C)C1,1,0,0,0,0,0,0,1
CN1C=C(N)C=N1,3,0,0,0,0,0,1,0
NC1=CC(O)=CC=C1,1,0,1,0,0,0,1,0
CNC(=O)C1=CC=CC=N1,2,0,1,0,1,0,1,0
SC1=NN=CO1,2,1,1,0,0,0,1,0
CNCCC(N)=O,2,0,1,0,1,0,0,0
CC(C)CNC=O,1,0,1,0,1,0,0,0
ClC1=CN=CN=C1,2,0,0,1,0,0,1,0
NCO,1,0,1,0,0,0,0,0
NC(=O)NCCO,2,0,2,0,1,0,0,0
O=C1CCC2=CC=CC=C2N1,1,0,1,0,1,0,1,1
CNC1=NC=NC=C1,3,0,0,0,0,0,1,0
NC1CCCNC1,2,0,0,0,0,0,0,1
OC1=CC=CC=C1F,0,0,1,1,0,0,1,0
NC(=O)COC1=CC=CC=C1,1,0,2,0,1,0,1,0
CC1=CC=CCC1,0,0,0,0,2,0,0,1
SCC1=CC=CC=C1,0,1,0,0,0,0,1,0
CNC1CCCNC1,2,0,0,0,0,0,0,1
CNC(=O)CSC,1,1,1,0,1,0,0,0
C1=NCC=NN1,3,0,0,0,2,0,0,1
CCCCC(N)=O,1,0,1,0,1,0,0,0
C1=CC2=NN=NN2N=C1,5,0,0,0,0,0,2,0
NC1=CC(NC=O)=CC=C1,2,0,1,0,1,0,1,0
O=CN1CCCNCC1,2,0,1,0,1,0,0,1
CNC(=O)N1CCCC1,2,0,1,0,1,0,0,1
CC1=N[NH]C(C)=C1C,2,0,0,0,0,0,1,0
CC1=CC=NN=C1,2,0,0,0,0,0,1,0
O=CC1CCCNC1,1,0,1,0,1,0,0,1
CC(=O)NC1CCNCC1,2,0,1,0,1,0,0,1
CC(=O)N1CCC1,1,0,1,0,1,0,0,1
CNC(=O)CC1=CC=CC=C1,1,0,1,0,1,0,1,0
C1=CC2CCC1C2,0,0,0,0,1,0,0,2
FC1=CC=CC=C1Br,0,0,0,2,0,0,1,0
CCCNS,1,1,0,0,0,0,0,0
CC1=NNCCC1,2,0,0,0,1,0,0,1
CC1=C(C)OC=C1,0,0,1,0,0,0,1,0
O=CC1=CN=CS1,1,1,1,0,1,0,1,0
CNS(N)(=O)=O,2,1,2,0,2,0,0,0
O=C1CC2=CC=CC=C2N1,1,0,1,0,1,0,1,1
C1=CCCNCC1,1,0,0,0,1,0,0,1
O=CNC1=CC=CN=C1,2,0,1,0,1,0,1,0
CN(C)C1=CC=CC=C1,1,0,0,0,0,0,1,0
O=CCN1CCNCC1,2,0,1,0,1,0,0,1
NC1=CC=CC=C1C=O,1,0,1,0,1,0,1,0
CC1=CC(N)=NC=N1,3,0,0,0,0,0,1,0
NCCNC(N)=O,3,0,1,0,1,0,0,0
NC(=O)C1=CC=CC=C1N,2,0,1,0,1,0,1,0
C1CCC2OCCNC2C1,1,0,1,0,0,0,0,2
CCNC(=O)N1CCCCC1,2,0,1,0,1,0,0,1
CC(S)C(N)=O,1,1,1,0,1,0,0,0
O=CN1CC=CCC1,1,0,1,0,2,0,0,1
CNC(=O)C1=CSC=N1,2,1,1,0,1,0,1,0
CCN1CCNCC1=O,2,0,1,0,1,0,0,1
CC1CCCCN1C,1,0,0,0,0,0,0,1
COCCO,0,0,2,0,0,0,0,0
OC1CCOCC1,0,0,2,0,0,0,0,1
CNC1=CN=CC=C1,2,0,0,0,0,0,1,0
OC1=CC=CC=C1O,0,0,2,0,0,0,1,0
CC1(C)CC1,0,0,0,0,0,0,0,1
O=CC1CCCN1,1,0,1,0,1,0,0,1
