0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id5404,1,1,1,0,1,1,1,0
id5418,1,1,0,0,0,1,1,0
id5427,1,1,0,0,0,0,1,0
id5450,0,0,1,0,1,0,1,1
id5452,1,1,1,0,0,1,1,1
id5454,1,1,1,0,0,1,1,1
id5455,0,1,1,1,1,0,1,0
id5456,1,1,0,1,0,1,1,0
id5467,1,1,1,1,1,1,1,0
id5468,1,1,1,1,1,1,1,0
id5469,1,1,1,1,1,1,1,0
id5470,1,1,1,1,1,1,1,0
id5474,1,1,1,0,1,1,1,0
id5478,1,1,0,1,0,0,1,0
id5479,1,1,0,0,0,0,1,0
id5501,0,1,1,1,1,0,1,0
id5502,1,0,0,1,0,0,1,0
id5505,1,1,1,1,1,0,1,0
id5509,1,1,1,1,1,1,1,0
id5510,1,1,0,1,0,1,1,0
id5511,1,1,0,0,0,1,1,0
id5522,0,1,1,0,1,0,1,0
id5525,0,1,1,1,1,0,1,0
id5527,0,1,1,1,1,0,1,0
id5530,0,1,1,1,1,0,1,0
id5538,0,1,1,1,1,0,1,0
id5540,0,0,1,0,1,0,1,0
id5543,0,1,1,1,1,0,1,0
id5553,1,1,0,1,0,0,1,1
id5562,0,0,1,0,1,0,1,0
id5565,0,0,1,0,1,0,1,0
id5567,1,0,0,0,0,0,1,0
id5568,0,0,1,1,1,0,1,0
id5582,1,0,1,1,1,0,1,1
id5583,1,1,0,0,0,0,1,0
id5596,1,1,1,0,1,1,1,0
id5598,1,1,1,1,1,0,1,0
id5605,1,1,0,0,1,0,1,1
id5607,0,1,1,0,1,0,1,1
id5612,1,0,0,1,1,0,1,1
id5638,0,0,1,0,1,0,1,1
id5642,1,1,1,0,1,1,1,0
id5651,0,0,1,0,1,0,1,1
id5652,0,0,1,1,1,0,1,1
id5654,1,0,1,0,0,1,1,0
id5685,1,1,0,0,0,1,1,0
id5686,1,0,0,0,0,0,1,0
id5700,0,1,1,1,1,0,1,1
id5702,0,0,1,0,1,0,1,1
id5705,0,0,1,0,1,0,1,1
id5711,1,1,1,0,1,1,1,1
id5712,1,1,1,0,1,1,1,1
id5725,1,1,0,1,0,0,1,1
id5742,1,0,0,0,0,0,1,0
id5747,1,1,1,0,0,0,1,1
id5748,1,0,1,1,0,0,1,0
id5757,1,1,1,1,1,0,1,1
id5783,1,0,1,0,0,1,1,0
id5804,0,1,1,0,1,0,1,1
id5811,1,1,1,0,1,1,1,1
id5815,1,0,1,0,1,0,1,1
id5821,1,1,1,1,1,0,1,0
id5822,1,1,0,1,0,0,1,0
id5832,0,0,1,0,1,0,1,0
id5834,0,0,1,0,1,0,1,0
id5844,1,0,1,1,0,1,1,1
id5846,1,0,1,1,1,0,1,0
id5860,0,0,1,0,1,0,1,0
id5878,1,0,0,0,0,0,1,1
id5880,1,0,0,0,0,0,1,1
id5882,1,0,0,0,0,0,1,1
id5930,1,1,1,1,1,0,1,0
id5942,1,0,1,1,1,0,1,0
id5954,1,0,1,1,1,0,1,0
id5978,1,1,1,0,0,0,1,1
id5983,1,0,1,1,1,0,1,0
id5993,1,0,0,0,0,0,1,0
id5997,1,0,0,0,0,0,1,0
id6013,1,1,1,0,1,1,1,1
id6020,1,1,1,0,0,1,1,0
id6028,1,0,0,0,0,0,1,0
id6029,1,0,0,0,0,0,1,0
id6030,1,1,1,1,1,0,1,0
id6033,1,1,0,0,0,0,1,0
id6043,1,0,1,0,1,1,1,0
id6060,1,1,1,0,0,0,1,0
id6064,1,0,1,0,0,1,1,0
id6070,1,0,1,0,0,1,1,1
id6084,1,1,1,0,0,0,1,1
id6103,1,1,1,0,1,1,1,1
id6106,1,1,1,1,1,1,1,0
id6108,1,0,1,1,1,0,1,1
id6122,1,0,1,0,0,0,1,0
id6182,1,1,0,1,0,0,1,0
id6191,0,0,1,0,1,0,1,0
id6205,1,0,1,1,0,0,1,0
id6210,0,0,1,0,1,0,1,0
id6211,1,1,1,0,1,1,1,0
id6213,1,0,0,1,0,0,1,0
id6215,0,0,1,0,1,0,1,0
id6219,0,0,1,0,1,0,1,0
id6232,1,1,1,0,0,0,1,0
id6233,1,0,1,0,0,0,1,0
id6234,1,0,0,0,0,0,1,0
id6259,1,1,1,1,0,0,1,0
id6260,1,1,1,1,1,0,1,1
id6263,1,1,1,0,0,0,1,0
id6280,1,1,1,0,0,0,1,0
id6292,1,1,0,1,0,0,1,0
id6311,1,0,0,0,0,1,1,0
id6337,1,1,0,1,0,0,1,1
id6362,1,1,1,1,1,1,1,0
id6363,1,0,0,1,0,0,1,0
id6365,1,0,1,0,1,0,1,1
id6371,1,1,1,0,1,0,1,1
id6372,1,1,1,1,1,0,1,1
id6381,1,1,1,1,0,0,1,0
id6394,1,1,1,1,1,1,1,0
id6395,0,0,1,1,1,0,1,0
id6401,1,1,1,0,0,1,1,0
id6402,1,0,0,0,0,0,1,1
id6404,0,1,1,1,1,0,1,1
id6411,1,1,1,0,1,1,1,1
id6416,0,1,1,0,1,0,1,0
id6419,1,1,0,0,0,0,1,0
id6446,1,1,0,0,0,1,1,0
id6447,1,0,1,0,0,0,1,1
id6449,1,1,1,0,0,0,1,0
id6457,1,0,0,0,0,0,1,0
id6458,1,1,1,0,1,1,1,0
id6461,1,0,1,0,0,1,1,0
id6466,1,0,1,0,0,1,1,0
id6467,1,0,1,0,0,1,1,1
id6472,1,0,1,0,0,1,1,1
id6474,1,0,1,0,0,1,1,1
id6479,1,1,1,0,0,1,1,1
id6481,1,1,0,0,0,1,1,1
id6485,1,0,1,0,0,1,1,1
id6489,1,0,1,1,0,1,1,1
id6494,1,0,0,1,0,0,1,1
id6502,1,0,0,0,0,0,1,0
id6504,1,0,0,0,0,0,1,1
id6505,1,0,0,0,0,0,1,0
id6507,1,0,0,0,0,0,1,1
id6510,1,0,1,0,1,0,1,1
id6515,1,1,1,0,0,0,1,0
id6516,1,1,1,0,1,1,1,0
id6517,0,0,1,1,1,0,1,1
id6518,1,0,1,0,1,1,1,0
id6519,1,1,0,0,0,1,1,0
id6520,1,1,0,0,0,0,1,0
id6540,0,1,1,0,1,0,1,1
id6545,1,1,1,1,1,1,1,0
id6558,1,1,1,0,1,0,1,1
id6564,1,0,0,1,0,0,1,0
id6573,1,0,1,1,1,0,1,0
id6574,1,0,0,1,0,1,1,0
id6576,1,1,1,0,0,0,1,0
id6616,1,1,1,1,1,0,1,1
id6626,1,1,0,1,0,0,1,0
id6640,0,1,1,1,1,0,1,0
id6643,1,0,0,0,0,0,1,0
id6645,1,0,0,1,0,1,1,0
id6655,1,0,0,1,0,1,1,0
id6666,1,1,1,0,0,0,1,0
id6683,1,0,1,1,1,0,1,0
id6688,1,0,1,0,1,0,1,1
id6699,1,1,1,1,1,1,1,0
id6707,1,1,1,1,0,0,1,1
id6730,1,0,1,1,0,0,1,1
id6732,0,0,1,0,1,0,1,0
id6734,1,0,1,1,1,0,1,1
id6749,0,0,1,0,1,0,1,0
id6753,0,0,1,0,1,0,1,0
id6755,0,0,1,0,1,0,1,0
id6756,0,0,1,0,1,0,1,0
id6762,1,1,0,1,0,0,1,0
id6763,1,1,0,1,0,0,1,0
id6774,1,0,1,1,0,0,1,0
id6775,0,0,1,0,1,0,1,0
id6785,1,0,1,0,0,0,1,1
id6788,1,0,1,1,0,0,1,0
id6790,0,0,1,1,1,0,1,0
id6804,1,0,1,0,1,1,1,0
id6806,1,1,0,0,0,0,1,0
id6807,1,1,0,1,0,0,1,0
id6809,0,0,1,1,1,0,1,0
id6817,1,1,1,0,0,0,1,1
id6819,0,0,1,0,1,0,1,0
id6821,0,0,1,0,1,0,1,0
id6824,0,0,1,0,1,0,1,0
id6830,1,1,0,0,0,1,1,0
id6836,1,0,0,0,0,0,1,1
id6837,1,0,1,0,1,0,1,1
id6838,1,0,0,0,0,0,1,1
id6842,1,1,1,1,1,1,1,0
id6844,1,0,0,1,0,0,1,1
id6845,1,0,0,1,0,0,1,1
id6851,1,1,1,0,0,1,1,1
id6856,1,1,1,1,0,0,1,0
id6864,1,0,1,1,0,0,1,0
id6868,1,0,1,0,0,0,1,0
id6869,1,1,0,1,0,0,1,0
id6870,1,0,1,1,1,1,1,0
id6873,1,0,1,1,0,0,1,0
id6877,1,1,1,0,0,0,1,0
id6878,1,1,1,1,0,0,1,0
id6889,1,1,0,1,0,0,1,0
id6912,1,1,1,1,1,0,1,1
id6932,1,1,0,0,0,0,1,0
id6937,1,0,1,1,0,0,1,0
id6954,1,1,0,1,0,0,1,0
id6960,0,0,1,0,1,0,1,1
id6961,0,0,1,1,1,0,1,1
id6964,1,1,1,1,1,0,1,0
id6977,0,0,1,0,1,0,1,0
id6980,1,1,1,1,1,0,1,0
id7008,1,1,1,1,1,0,1,1
id7027,1,1,1,0,0,0,1,0
id7029,1,1,1,1,1,0,1,1
id7043,1,1,1,1,1,0,1,1
id7044,1,1,1,1,1,0,1,1
id7047,1,0,1,1,1,0,1,1
id7051,1,0,0,0,0,0,1,0
id7056,1,0,0,1,0,0,1,1
id7089,0,0,1,1,1,0,1,0
id7138,1,1,1,1,1,0,1,0
id7165,1,1,0,0,0,0,1,0
id7169,0,0,1,0,1,0,1,1
id7180,1,1,1,0,0,0,1,0
id7185,1,0,1,0,0,0,1,0
id7189,1,1,1,1,1,0,1,0
id7201,1,1,0,0,0,0,1,0
id7220,1,1,1,0,0,0,1,1
id7228,1,0,1,0,0,0,1,1
id7233,1,1,0,0,0,0,1,0
id7247,1,1,1,0,1,1,1,0
id7249,1,1,1,1,1,1,1,0
id7250,1,1,1,0,1,1,1,0
id7252,1,0,1,1,1,1,1,0
id7267,1,1,1,1,1,0,1,0
id7273,1,1,0,1,0,0,1,0
id7277,1,1,1,0,0,0,1,0
id7290,1,0,1,0,0,0,1,1
id7297,1,1,1,1,1,0,1,0
id7307,0,0,1,0,1,0,1,1
id7316,1,0,1,0,1,0,1,1
id7318,1,0,1,0,0,0,1,0
id7321,0,0,1,1,0,0,1,1
id7329,1,0,0,0,0,0,1,0
id7331,1,1,1,1,1,0,1,1
id7338,1,0,0,0,0,0,1,1
id7339,1,0,0,0,0,0,1,1
id7361,1,1,1,0,0,0,1,1
id7374,0,0,1,1,0,0,1,0
id7383,1,0,1,0,1,0,1,1
id7385,1,0,0,0,0,0,1,1
id7387,1,1,1,0,0,0,1,0
id7402,1,0,1,1,0,0,1,0
id7407,1,1,0,1,0,0,1,0
id7410,1,0,0,0,0,1,1,0
id7412,1,0,0,0,0,1,1,0
id7414,0,0,1,1,1,0,1,0
id7416,0,0,1,1,1,0,1,0
id7428,1,1,1,0,1,1,1,1
id7435,1,1,1,1,1,1,1,0
id7436,1,1,1,1,1,1,1,0
id7450,0,0,1,0,1,0,1,0
id7470,1,0,0,0,0,0,1,1
id7507,1,0,1,0,1,0,1,1
id7515,0,0,1,0,1,0,1,1
id7557,1,1,1,0,1,0,0,1
id7560,1,1,1,0,1,0,0,1
id7567,1,1,1,0,1,0,0,1
id7571,1,1,1,0,1,0,0,1
id7580,0,0,1,0,1,0,1,0
id7597,1,1,1,0,1,1,1,0
id7599,1,1,1,1,1,0,1,0
id7605,1,1,0,0,0,0,1,0
id7606,1,0,1,1,1,0,1,0
id7611,1,1,1,0,0,1,1,0
id7614,1,0,1,0,0,1,1,1
id7621,0,0,1,0,1,0,1,0
id7630,1,0,0,1,0,0,1,0
id7641,1,0,1,1,1,0,1,0
id7648,1,1,1,1,1,0,1,0
id7649,1,0,1,1,1,0,1,0
id7654,1,1,1,1,1,0,1,0
id7676,1,1,0,0,0,0,1,0
id7679,1,1,1,1,0,0,1,0
id7681,1,1,1,1,0,0,1,0
id7684,1,1,1,1,0,0,1,0
id7697,1,0,1,1,0,0,1,0
id7701,1,1,1,0,0,0,1,1
id7709,1,0,0,1,0,0,1,0
id7710,1,0,1,0,0,0,1,0
id7722,1,0,1,1,0,0,1,0
id7731,1,1,1,1,0,0,1,0
id7745,1,1,1,1,1,0,1,0
id7748,1,0,1,1,0,0,1,0
id7752,1,0,1,1,0,0,1,0
id7755,0,0,1,0,1,0,1,0
id7769,0,0,1,0,1,0,1,0
id7786,0,0,1,1,1,0,1,0
id7813,1,0,1,1,1,0,1,1
id7826,1,0,0,0,0,0,1,0
id7827,1,0,0,0,0,0,1,0
id7838,1,0,1,1,0,0,1,0
id7841,1,1,0,1,0,0,1,0
id7865,1,0,1,1,1,0,1,0
id7873,1,1,0,1,0,0,1,0
id7878,1,1,0,0,0,0,1,0
id7883,1,1,1,1,1,0,1,0
id7891,1,1,1,0,0,0,1,1
id7897,0,0,1,0,1,0,1,0
id7904,1,1,1,1,0,0,1,0
id7908,1,0,1,1,0,0,1,0
id7923,1,0,1,0,0,0,1,0
id7924,1,0,1,0,0,0,1,0
id7928,1,0,1,1,0,0,1,0
id7946,1,1,1,1,0,0,1,0
id7951,1,1,1,1,1,1,1,0
id7954,1,1,1,0,1,1,1,0
id7957,1,0,0,0,0,0,1,0
id7963,1,1,1,1,0,0,1,0
id7970,1,1,0,0,0,0,1,0
id7972,1,1,1,0,0,1,1,0
id7973,1,1,1,1,0,1,1,0
id7977,0,1,1,0,1,0,1,0
id7978,0,0,1,0,1,0,0,1
id7979,0,1,1,0,1,0,1,0
id7981,1,1,1,1,1,1,1,0
id7982,1,1,1,1,1,1,1,0
id7987,1,1,1,1,1,1,1,0
id7989,1,1,1,0,1,1,1,0
id7992,1,1,1,1,1,1,1,0
id8001,1,1,1,0,1,1,1,0
id8002,1,1,1,0,1,1,1,0
id8004,0,1,1,0,1,0,1,0
id8007,0,1,1,0,1,0,1,0
id8012,0,0,1,0,1,0,1,1
id8014,1,1,1,0,0,0,1,0
id8015,1,1,1,0,0,0,1,0
id8018,0,1,1,1,1,0,1,0
id8019,1,1,1,1,1,1,1,0
id8021,0,1,1,1,1,0,1,0
id8027,1,1,1,0,1,1,1,0
id8029,1,1,1,0,1,1,1,1
id8035,1,1,1,0,1,1,1,1
id8036,1,1,1,0,1,1,1,1
id8045,0,0,1,0,1,0,1,0
id8047,1,1,1,0,1,1,1,0
id8050,1,1,0,1,0,1,1,0
id8054,0,1,1,0,1,0,1,0
id8059,0,1,1,0,1,0,1,1
id8060,1,0,1,1,1,1,1,0
id8062,1,1,1,0,1,1,1,0
id8063,0,1,1,0,1,0,1,1
id8064,1,1,1,0,0,1,1,0
id8066,0,1,1,0,1,0,1,0
id8067,0,1,1,0,1,0,1,0
id8071,0,1,1,0,1,0,1,0
id8072,0,1,1,0,1,0,1,0
id8073,0,1,1,0,1,0,1,0
id8078,1,0,0,1,0,1,1,0
id8080,1,0,0,1,0,0,1,0
id8085,1,1,1,0,1,1,1,1
id8087,1,0,0,0,0,1,1,0
id8093,1,0,0,0,0,0,1,0
id8095,1,1,1,1,1,1,1,0
id8104,1,1,0,1,0,0,1,0
id8111,1,1,1,0,1,1,1,1
id8114,0,1,1,0,1,0,1,0
id8124,1,1,1,0,1,1,1,1
id8137,1,1,0,0,0,0,1,0
id8154,1,1,1,0,0,0,1,1
id8156,0,0,1,0,1,0,0,1
id8164,1,1,1,0,0,0,1,1
id8171,1,1,0,1,0,0,1,0
id8172,1,1,0,0,0,0,1,0
id8173,1,1,0,1,0,0,1,0
id8185,1,1,0,0,0,1,1,0
id8187,1,1,0,0,0,1,1,0
id8188,1,1,0,1,0,1,1,0
id8203,1,0,1,1,1,0,1,0
id8219,1,0,1,1,1,1,1,0
id8221,1,0,1,0,1,1,1,0
id8223,1,0,1,1,1,1,1,0
id8232,0,0,1,0,1,0,1,0
id8235,1,1,1,1,1,0,1,1
id8240,1,0,1,1,1,0,1,0
id8241,1,0,1,1,1,1,1,0
id8245,1,1,1,1,1,0,1,1
id8250,1,1,0,1,0,0,1,0
id8251,1,1,0,1,0,0,1,0
id8281,1,1,0,0,0,0,1,0
id8282,1,1,0,0,0,0,1,0
id8290,1,1,1,1,1,0,1,0
id8292,0,1,1,0,1,0,1,0
id8299,0,0,1,1,1,0,1,0
id8306,1,1,0,0,0,0,1,0
id8309,1,1,1,0,1,1,1,1
id8320,1,1,0,0,0,1,1,1
id8326,1,1,1,0,1,0,1,1
id8330,1,1,1,0,0,0,1,0
id8336,1,0,1,1,1,0,0,1
id8357,1,1,1,0,1,1,1,0
id8362,1,1,1,0,1,1,1,1
id8376,0,1,1,1,1,0,1,0
id8377,1,0,0,1,0,1,1,0
id8405,0,0,1,1,1,0,1,0
id8412,0,0,1,0,1,0,1,1
id8427,0,1,1,0,1,0,1,0
id8432,1,0,1,1,0,0,1,0
id8435,1,0,1,0,0,0,1,0
id8442,1,0,1,0,1,0,1,1
id8455,1,0,1,0,0,1,1,0
id8457,0,0,1,0,1,0,1,1
id8470,1,0,1,0,0,1,1,1
id8478,1,1,1,1,1,0,1,1
id8545,1,0,1,1,1,0,1,1
id8584,0,0,1,0,1,0,1,0
id8585,0,0,1,1,1,0,1,0
id8588,1,1,0,1,0,0,1,0
id8590,1,1,0,0,0,0,1,0
id8591,1,1,0,1,0,0,1,0
id8592,1,1,0,1,0,0,1,0
id8594,1,1,1,1,1,0,1,0
id8615,1,0,1,0,0,1,1,0
id8616,1,0,0,0,0,0,1,1
id8618,1,0,0,0,0,0,1,1
id8625,1,1,1,0,1,0,1,1
id8666,1,1,1,0,1,1,1,0
id8674,0,1,1,1,1,0,1,0
id8675,0,1,1,1,1,0,1,0
id8695,1,0,1,1,1,1,1,0
id8697,0,1,1,1,1,0,1,0
id8701,1,1,0,0,0,1,1,0
id8702,1,1,0,0,0,1,1,0
id8707,1,1,0,0,0,1,1,0
id8710,1,1,0,0,0,1,1,0
id8712,1,1,0,0,0,1,1,0
id8722,1,0,1,0,1,1,1,0
id8746,1,1,1,0,1,0,1,1
id8757,1,1,1,0,1,1,1,0
id8764,0,0,1,0,1,0,1,0
id8771,1,1,1,0,0,0,1,0
id8785,1,1,1,0,0,0,1,1
id8791,0,0,1,0,1,0,1,0
id8793,0,0,1,1,1,0,1,0
id8796,0,0,1,0,1,0,1,0
id8803,1,0,1,0,1,0,0,1
id8813,0,0,1,1,1,0,1,1
id8827,1,0,0,0,0,0,1,0
id8830,0,0,1,0,1,0,1,0
id8831,1,1,1,1,0,1,1,0
id8841,1,0,0,0,0,0,1,0
id8842,1,0,0,0,0,0,1,0
id8844,1,0,0,0,0,0,1,0
id8845,1,0,0,1,0,0,1,0
id8856,1,0,0,0,0,0,1,0
id8857,1,0,0,1,0,0,1,0
id8868,0,0,1,1,1,0,1,1
id8870,0,0,1,0,1,0,1,0
id8872,1,0,0,0,0,0,1,0
id8885,0,0,1,0,0,0,0,1
id8886,0,1,1,0,0,0,1,1
id8892,0,0,1,1,1,0,1,0
id8894,1,0,1,0,1,1,1,0
id8896,0,1,1,0,1,0,1,0
id8897,0,1,1,1,1,0,1,0
id8898,0,1,1,0,1,0,1,0
id8901,0,0,1,0,1,0,1,1
id8902,0,0,1,0,1,0,1,0
id8909,0,0,1,0,1,0,1,0
id8928,1,0,1,0,0,1,1,1
id8934,1,0,1,1,0,0,1,0
id8938,1,1,1,0,1,0,1,1
id8949,0,0,1,1,1,0,1,0
id8952,0,0,1,0,1,0,1,0
id8980,1,1,1,0,0,0,1,0
id8987,0,0,1,0,1,0,1,0
id9011,1,0,1,0,1,0,0,1
id9026,1,1,1,0,0,0,1,1
id9027,1,1,1,1,0,0,1,1
id9035,1,0,0,0,0,0,1,0
id9040,1,1,1,0,0,0,1,0
id9045,1,1,1,1,1,1,1,0
id9060,1,0,1,0,1,1,1,0
id9062,1,0,1,1,1,1,1,0
id9069,1,0,1,1,1,0,1,0
id9089,0,0,1,1,1,0,1,0
id9091,1,1,1,0,1,1,1,1
id9096,0,0,1,1,1,0,1,1
id9098,1,1,1,0,1,1,1,1
id9122,0,0,1,1,1,0,1,0
id9127,0,0,1,0,1,0,1,1
id9128,0,0,1,0,1,0,1,1
id9136,0,0,1,0,1,0,1,0
id9144,0,0,1,1,1,0,1,1
id9148,0,0,1,0,1,0,1,1
id9152,1,0,1,1,1,1,1,0
id9161,0,0,1,0,1,0,1,0
id9166,0,0,1,1,0,0,1,1
id9182,1,1,1,1,1,1,1,0
id9183,1,1,1,1,1,1,1,0
id9196,1,0,1,0,0,0,1,0
id9202,1,0,1,1,0,0,1,0
id9206,1,1,1,1,1,1,1,0
id9216,0,0,1,0,1,0,1,0
id9217,1,1,1,1,1,1,1,0
id9221,0,0,1,0,1,0,1,1
id9231,1,1,1,1,1,1,1,0
id9235,0,0,1,1,0,0,1,0
id9239,1,0,0,1,0,0,1,0
id9248,1,0,0,1,0,0,1,0
id9249,1,0,0,1,0,0,1,1
id9250,1,0,0,1,0,0,1,0
id9251,1,0,1,1,1,0,1,1
id9254,1,1,1,0,1,1,1,0
id9260,1,1,0,0,0,1,1,0
id9262,1,0,0,0,0,1,1,0
id9280,1,0,0,1,0,0,1,0
id9281,1,1,1,0,1,1,1,1
id9286,1,1,1,0,0,0,1,0
id9289,1,1,1,1,0,0,1,1
id9293,1,1,1,1,1,1,1,0
id9299,1,0,1,1,1,0,1,0
id9301,0,0,1,1,1,0,1,0
id9305,1,0,1,1,1,1,1,0
id9307,0,0,1,1,1,0,1,1
id9312,1,1,1,0,0,1,1,0
id9315,0,0,1,0,1,0,1,0
id9316,0,0,1,1,1,0,1,0
id9317,0,0,1,0,1,0,1,0
id9330,1,1,1,1,1,1,1,0
id9336,1,0,1,1,0,0,1,1
id9339,1,1,0,1,0,0,1,0
id9351,1,1,0,1,0,0,1,0
id9355,1,0,0,0,0,0,1,0
id9364,0,0,1,1,1,0,1,0
id9375,1,0,1,1,0,0,1,0
id9389,0,0,1,0,1,0,1,1
id9390,0,0,1,1,1,0,1,1
id9391,0,0,1,0,1,0,1,1
id9394,1,0,0,1,0,0,1,1
id9399,1,1,0,1,0,0,1,0
id9400,1,0,1,1,1,0,1,0
id9403,1,1,1,1,0,1,1,0
id9404,1,1,1,1,1,1,1,0
id9428,1,0,1,1,1,1,1,0
id9435,1,1,1,1,1,0,1,1
id9449,1,1,1,1,1,0,1,0
id9458,1,0,1,1,1,0,1,0
id9462,1,1,1,1,1,0,1,0
id9483,1,0,0,1,0,1,1,0
id9494,1,1,1,0,0,0,1,1
id9499,0,1,1,0,1,0,1,0
id9526,1,1,1,0,1,1,1,1
id9556,1,0,0,0,0,0,1,0
id9558,1,0,0,0,0,0,1,0
id9560,1,0,1,0,0,1,1,0
id9564,1,0,1,0,0,1,1,0
id9568,1,0,1,0,0,1,1,0
id9576,1,1,1,1,1,0,1,1
id9578,1,0,1,0,0,0,1,1
id9592,1,0,1,0,1,1,1,0
id9594,1,0,1,0,0,0,1,0
id9596,1,1,1,0,1,1,1,0
id9597,1,0,1,0,1,1,1,0
id9614,1,0,1,1,1,0,1,0
id9618,1,0,1,0,1,0,1,1
id9632,1,1,1,0,0,0,1,1
id9644,1,1,0,1,0,0,1,0
id9649,1,1,1,1,1,1,1,0
id9658,1,1,0,1,0,0,1,0
id9659,1,1,0,1,0,0,1,0
id9673,1,0,1,1,1,0,1,0
id9684,1,1,1,0,1,1,1,0
id9688,1,0,1,0,0,0,1,0
id9722,1,1,1,1,1,1,1,0
id9728,0,0,1,0,1,0,1,1
id9729,0,0,1,0,1,0,1,1
id9730,0,0,1,0,1,0,1,1
id9753,1,1,1,1,1,0,1,0
id9756,1,1,1,1,1,0,1,1
id9763,1,0,0,0,0,0,1,0
id9781,1,0,0,0,1,0,1,1
id9782,1,0,0,1,1,0,1,1
id9783,1,1,1,1,1,0,1,1
id9801,1,0,0,0,0,1,1,0
id9832,1,0,1,1,0,0,1,1
id9869,1,1,1,1,1,0,1,0
id9896,1,0,1,0,1,0,1,1
id9901,1,1,1,1,1,0,1,0
id9906,1,1,1,0,1,0,1,1
id9952,1,1,1,0,0,0,1,1
id9961,1,1,1,1,1,0,1,1
id9969,1,1,1,1,1,0,1,1
id9989,1,1,1,0,1,0,1,1
id9998,1,1,1,0,1,1,1,1
id10005,1,0,1,1,1,0,1,0
id10019,0,0,1,1,1,0,1,0
id10020,0,0,1,0,1,0,1,0
id10053,1,1,1,1,1,0,1,0
id10057,1,1,1,1,1,1,1,0
id10080,0,1,1,1,1,0,1,0
id10085,0,1,1,1,1,0,1,0
id10086,0,1,1,0,1,0,1,0
id10087,1,1,1,1,1,1,1,0
id10088,0,1,1,0,1,0,1,0
id10089,0,0,1,0,1,0,1,0
id10095,1,0,1,1,0,0,1,0
id10096,1,1,1,1,1,0,1,0
id10097,1,1,0,1,0,1,1,0
id10098,1,1,1,0,0,1,1,0
id10099,1,1,0,0,0,1,1,1
id10133,0,0,1,0,1,0,1,0
id10140,0,0,1,0,1,0,1,0
id10147,1,1,1,0,0,1,1,0
id10151,0,1,1,1,1,0,1,1
id10163,1,0,1,1,1,0,1,1
id10170,1,1,1,1,1,0,1,0
id10190,1,0,1,0,0,0,1,0
id10194,1,0,0,0,0,1,1,0
id10196,1,0,0,0,0,1,1,0
id10198,1,0,0,1,0,1,1,0
id10199,1,0,0,1,0,1,1,0
id10204,1,1,1,0,1,0,1,1
id10210,0,0,1,0,1,0,1,0
id10212,1,0,1,1,0,0,1,1
id10222,1,0,1,1,1,1,1,0
id10223,1,1,1,1,1,1,1,0
id10228,1,1,0,1,0,0,1,0
id10240,1,0,1,0,1,0,1,1
id10242,1,0,0,1,0,1,1,0
id10260,1,1,0,0,0,0,1,0
id10278,0,0,1,0,1,0,1,0
id10285,0,0,1,0,1,0,1,0
id10296,0,0,1,1,1,0,1,0
id10309,1,1,0,0,0,0,1,0
id10310,1,1,1,1,0,0,1,0
id10316,1,0,1,1,1,1,1,0
id10317,1,0,1,1,1,1,1,0
id10326,1,1,1,0,1,1,1,0
id10330,1,1,1,1,1,1,1,0
id10331,1,1,1,1,1,1,1,0
id10342,1,1,1,0,1,0,1,1
id10349,1,1,1,0,1,1,1,0
id10357,1,1,1,0,0,0,1,1
id10360,1,1,0,0,0,0,1,0
id10364,1,0,0,0,0,0,1,0
id10404,1,1,1,1,1,0,1,1
id10422,1,0,1,0,1,0,1,1
id10436,1,0,0,1,0,0,1,0
id10460,1,0,1,0,1,0,0,1
id10461,0,0,1,1,1,0,1,0
id10471,1,1,1,1,1,1,1,0
id10492,1,1,1,1,1,0,1,1
id10514,1,1,1,0,1,0,1,1
id10517,1,1,0,1,0,0,1,0
id10518,1,1,0,1,0,0,1,0
id10519,0,1,1,1,1,0,1,0
id10532,0,1,1,0,1,0,1,0
id10533,0,1,1,0,1,0,1,0
id10536,1,0,1,1,1,1,1,0
id10540,1,0,0,1,0,0,1,0
id10543,1,1,0,0,1,0,1,1
id10544,1,1,0,1,1,0,1,1
id10576,1,1,1,0,0,0,1,1
id10577,0,0,1,0,1,0,0,1
id10579,1,1,1,1,1,1,1,0
id10582,1,1,1,1,1,1,1,0
id10583,1,1,1,1,1,1,1,0
id10584,1,1,1,0,1,1,1,1
id10589,0,0,1,0,1,0,1,0
id10593,1,0,1,0,1,1,1,0
id10594,0,1,1,1,1,0,1,0
id10603,1,1,1,0,1,0,1,1
id10610,1,0,1,0,1,0,1,1
id10635,1,1,1,1,1,0,1,0
id10660,1,1,1,0,1,0,1,1
id10667,1,1,0,0,1,1,1,1
id10670,1,1,1,1,0,0,1,0
id10671,1,0,1,0,1,0,1,1
id10687,1,0,1,1,1,0,1,1
id10704,1,1,1,0,1,1,1,1
id10736,1,1,1,0,1,1,1,1
id10744,1,0,1,0,1,0,0,1
id10749,0,0,1,0,1,0,1,0
id10750,0,0,1,0,1,0,1,0
id10756,1,1,1,0,1,0,1,1
id10773,1,1,1,1,1,0,1,0
id10785,0,0,1,1,1,0,1,0
id10815,1,0,1,0,1,0,1,1
id10825,1,0,1,1,0,0,1,0
id10830,1,0,1,1,1,1,1,0
id10833,1,1,0,0,0,0,1,0
